Account,Transaction ID,Timestamp,Date,Delta,Amount,Cash Change Type,Currency,Contract
DEMO4543231,239056647428,07/02/2025 02:20:06,2025-07-02,-0.70,"50,031.43", Commission,USD,MESU5
DEMO4543231,239056647431,07/02/2025 02:20:06,2025-07-02,-10.00,"50,021.43", Trade Paired,USD,MESU5
DEMO4543231,239056647436,07/02/2025 02:30:01,2025-07-02,-0.70,"50,020.73", Exchange Fee,USD,MESU5
DEMO4543231,239056647437,07/02/2025 02:30:01,2025-07-02,-0.38,"50,020.35", Clearing Fee,USD,MESU5
DEMO4543231,239056647438,07/02/2025 02:30:01,2025-07-02,-0.04,"50,020.31", Nfa Fee,USD,MESU5
DEMO4543231,239056647439,07/02/2025 02:30:01,2025-07-02,-0.70,"50,019.61", Commission,USD,MESU5
DEMO4543231,239056647445,07/02/2025 02:45:03,2025-07-02,-0.70,"50,018.91", Exchange Fee,USD,MESU5
DEMO4543231,239056647446,07/02/2025 02:45:03,2025-07-02,-0.38,"50,018.53", Clearing Fee,USD,MESU5
DEMO4543231,239056647447,07/02/2025 02:45:03,2025-07-02,-0.04,"50,018.49", Nfa Fee,USD,MESU5
DEMO4543231,239056647448,07/02/2025 02:45:03,2025-07-02,-0.70,"50,017.79", Commission,USD,MESU5
DEMO4543231,239056647451,07/02/2025 02:45:03,2025-07-02,-30.00,"49,987.79", Trade Paired,USD,MESU5
DEMO4543231,239056647456,07/02/2025 02:50:00,2025-07-02,-0.70,"49,987.09", Exchange Fee,USD,MESU5
DEMO4543231,239056647457,07/02/2025 02:50:00,2025-07-02,-0.38,"49,986.71", Clearing Fee,USD,MESU5
DEMO4543231,239056647458,07/02/2025 02:50:00,2025-07-02,-0.04,"49,986.67", Nfa Fee,USD,MESU5
DEMO4543231,239056647459,07/02/2025 02:50:00,2025-07-02,-0.70,"49,985.97", Commission,USD,MESU5
DEMO4543231,239056647465,07/02/2025 02:55:05,2025-07-02,-0.70,"49,985.27", Exchange Fee,USD,MESU5
DEMO4543231,239056647466,07/02/2025 02:55:05,2025-07-02,-0.38,"49,984.89", Clearing Fee,USD,MESU5
DEMO4543231,239056647467,07/02/2025 02:55:05,2025-07-02,-0.04,"49,984.85", Nfa Fee,USD,MESU5
DEMO4543231,239056647468,07/02/2025 02:55:05,2025-07-02,-0.70,"49,984.15", Commission,USD,MESU5
DEMO4543231,239056647471,07/02/2025 02:55:05,2025-07-02,-7.50,"49,976.65", Trade Paired,USD,MESU5
DEMO4543231,239056647476,07/02/2025 03:05:03,2025-07-02,-0.70,"49,975.95", Exchange Fee,USD,MESU5
DEMO4543231,239056647477,07/02/2025 03:05:03,2025-07-02,-0.38,"49,975.57", Clearing Fee,USD,MESU5
DEMO4543231,239056647478,07/02/2025 03:05:03,2025-07-02,-0.04,"49,975.53", Nfa Fee,USD,MESU5
DEMO4543231,239056647479,07/02/2025 03:05:03,2025-07-02,-0.70,"49,974.83", Commission,USD,MESU5
DEMO4543231,239056647485,07/02/2025 03:22:35,2025-07-02,-0.70,"49,974.13", Exchange Fee,USD,MESU5
DEMO4543231,239056647486,07/02/2025 03:22:35,2025-07-02,-0.38,"49,973.75", Clearing Fee,USD,MESU5
DEMO4543231,239056647487,07/02/2025 03:22:35,2025-07-02,-0.04,"49,973.71", Nfa Fee,USD,MESU5
DEMO4543231,239056647488,07/02/2025 03:22:35,2025-07-02,-0.70,"49,973.01", Commission,USD,MESU5
DEMO4543231,239056647491,07/02/2025 03:22:35,2025-07-02,55.00,"50,028.01", Trade Paired,USD,MESU5
DEMO4543231,239056647496,07/02/2025 03:30:02,2025-07-02,-0.35,"50,027.66", Exchange Fee,USD,MESU5
DEMO4543231,239056647497,07/02/2025 03:30:02,2025-07-02,-0.19,"50,027.47", Clearing Fee,USD,MESU5
DEMO4543231,239056647498,07/02/2025 03:30:02,2025-07-02,-0.02,"50,027.45", Nfa Fee,USD,MESU5
DEMO4543231,239056647499,07/02/2025 03:30:02,2025-07-02,-0.35,"50,027.10", Commission,USD,MESU5
DEMO4543231,239056647505,07/02/2025 03:35:03,2025-07-02,-0.35,"50,026.75", Exchange Fee,USD,MESU5
DEMO4543231,239056647506,07/02/2025 03:35:03,2025-07-02,-0.19,"50,026.56", Clearing Fee,USD,MESU5
DEMO4543231,239056647507,07/02/2025 03:35:03,2025-07-02,-0.02,"50,026.54", Nfa Fee,USD,MESU5
DEMO4543231,239056647508,07/02/2025 03:35:03,2025-07-02,-0.35,"50,026.19", Commission,USD,MESU5
DEMO4543231,239056647511,07/02/2025 03:35:03,2025-07-02,-3.75,"50,022.44", Trade Paired,USD,MESU5
DEMO4543231,239056647516,07/02/2025 03:50:07,2025-07-02,-0.35,"50,022.09", Exchange Fee,USD,MESU5
DEMO4543231,239056647517,07/02/2025 03:50:07,2025-07-02,-0.19,"50,021.90", Clearing Fee,USD,MESU5
DEMO4543231,239056647518,07/02/2025 03:50:07,2025-07-02,-0.02,"50,021.88", Nfa Fee,USD,MESU5
DEMO4543231,239056647519,07/02/2025 03:50:07,2025-07-02,-0.35,"50,021.53", Commission,USD,MESU5
DEMO4543231,239056647525,07/02/2025 04:00:00,2025-07-02,-0.35,"50,021.18", Exchange Fee,USD,MESU5
DEMO4543231,239056647526,07/02/2025 04:00:00,2025-07-02,-0.19,"50,020.99", Clearing Fee,USD,MESU5
DEMO4543231,239056647527,07/02/2025 04:00:00,2025-07-02,-0.02,"50,020.97", Nfa Fee,USD,MESU5
DEMO4543231,239056647528,07/02/2025 04:00:00,2025-07-02,-0.35,"50,020.62", Commission,USD,MESU5
DEMO4543231,239056647531,07/02/2025 04:00:00,2025-07-02,-1.25,"50,019.37", Trade Paired,USD,MESU5
DEMO4543231,239056647536,07/02/2025 04:15:00,2025-07-02,-0.70,"50,018.67", Exchange Fee,USD,MESU5
DEMO4543231,239056647537,07/02/2025 04:15:00,2025-07-02,-0.38,"50,018.29", Clearing Fee,USD,MESU5
DEMO4543231,239056647538,07/02/2025 04:15:00,2025-07-02,-0.04,"50,018.25", Nfa Fee,USD,MESU5
DEMO4543231,239056647539,07/02/2025 04:15:00,2025-07-02,-0.70,"50,017.55", Commission,USD,MESU5
DEMO4543231,239056647545,07/02/2025 04:26:57,2025-07-02,-0.70,"50,016.85", Exchange Fee,USD,MESU5
DEMO4543231,239056647546,07/02/2025 04:26:57,2025-07-02,-0.38,"50,016.47", Clearing Fee,USD,MESU5
DEMO4543231,239056647547,07/02/2025 04:26:57,2025-07-02,-0.04,"50,016.43", Nfa Fee,USD,MESU5
DEMO4543231,239056647548,07/02/2025 04:26:57,2025-07-02,-0.70,"50,015.73", Commission,USD,MESU5
DEMO4543231,239056647551,07/02/2025 04:26:57,2025-07-02,40.00,"50,055.73", Trade Paired,USD,MESU5
DEMO4543231,239056647556,07/02/2025 04:45:11,2025-07-02,-0.35,"50,055.38", Exchange Fee,USD,MESU5
DEMO4543231,239056647557,07/02/2025 04:45:11,2025-07-02,-0.19,"50,055.19", Clearing Fee,USD,MESU5
DEMO4543231,239056647558,07/02/2025 04:45:11,2025-07-02,-0.02,"50,055.17", Nfa Fee,USD,MESU5
DEMO4543231,239056647559,07/02/2025 04:45:11,2025-07-02,-0.35,"50,054.82", Commission,USD,MESU5
DEMO4543231,239056647565,07/02/2025 04:50:03,2025-07-02,-0.35,"50,054.47", Exchange Fee,USD,MESU5
DEMO4543231,239056647566,07/02/2025 04:50:03,2025-07-02,-0.19,"50,054.28", Clearing Fee,USD,MESU5
DEMO4543231,239056647567,07/02/2025 04:50:03,2025-07-02,-0.02,"50,054.26", Nfa Fee,USD,MESU5
DEMO4543231,239056647568,07/02/2025 04:50:03,2025-07-02,-0.35,"50,053.91", Commission,USD,MESU5
DEMO4543231,239056647571,07/02/2025 04:50:03,2025-07-02,-12.50,"50,041.41", Trade Paired,USD,MESU5
DEMO4543231,239056647576,07/02/2025 04:55:04,2025-07-02,-0.70,"50,040.71", Exchange Fee,USD,MESU5
DEMO4543231,239056647577,07/02/2025 04:55:04,2025-07-02,-0.38,"50,040.33", Clearing Fee,USD,MESU5
DEMO4543231,239056647578,07/02/2025 04:55:04,2025-07-02,-0.04,"50,040.29", Nfa Fee,USD,MESU5
DEMO4543231,239056647579,07/02/2025 04:55:04,2025-07-02,-0.70,"50,039.59", Commission,USD,MESU5
DEMO4543231,239056647585,07/02/2025 05:15:04,2025-07-02,-0.70,"50,038.89", Exchange Fee,USD,MESU5
DEMO4543231,239056647586,07/02/2025 05:15:04,2025-07-02,-0.38,"50,038.51", Clearing Fee,USD,MESU5
DEMO4543231,239056647587,07/02/2025 05:15:04,2025-07-02,-0.04,"50,038.47", Nfa Fee,USD,MESU5
DEMO4543231,239056647588,07/02/2025 05:15:04,2025-07-02,-0.70,"50,037.77", Commission,USD,MESU5
DEMO4543231,239056647591,07/02/2025 05:15:04,2025-07-02,7.50,"50,045.27", Trade Paired,USD,MESU5
DEMO4543231,239056647596,07/02/2025 05:40:00,2025-07-02,-0.70,"50,044.57", Exchange Fee,USD,MESU5
DEMO4543231,239056647597,07/02/2025 05:40:00,2025-07-02,-0.38,"50,044.19", Clearing Fee,USD,MESU5
DEMO4543231,239056647598,07/02/2025 05:40:00,2025-07-02,-0.04,"50,044.15", Nfa Fee,USD,MESU5
DEMO4543231,239056647599,07/02/2025 05:40:00,2025-07-02,-0.70,"50,043.45", Commission,USD,MESU5
DEMO4543231,239056647605,07/02/2025 05:45:01,2025-07-02,-0.70,"50,042.75", Exchange Fee,USD,MESU5
DEMO4543231,239056647606,07/02/2025 05:45:01,2025-07-02,-0.38,"50,042.37", Clearing Fee,USD,MESU5
DEMO4543231,239056647607,07/02/2025 05:45:01,2025-07-02,-0.04,"50,042.33", Nfa Fee,USD,MESU5
DEMO4543231,239056647608,07/02/2025 05:45:01,2025-07-02,-0.70,"50,041.63", Commission,USD,MESU5
DEMO4543231,239056647611,07/02/2025 05:45:01,2025-07-02,-30.00,"50,011.63", Trade Paired,USD,MESU5
DEMO4543231,239056647616,07/02/2025 05:55:07,2025-07-02,-0.70,"50,010.93", Exchange Fee,USD,MESU5
DEMO4543231,239056647617,07/02/2025 05:55:07,2025-07-02,-0.38,"50,010.55", Clearing Fee,USD,MESU5
DEMO4543231,239056647618,07/02/2025 05:55:07,2025-07-02,-0.04,"50,010.51", Nfa Fee,USD,MESU5
DEMO4543231,239056647619,07/02/2025 05:55:07,2025-07-02,-0.70,"50,009.81", Commission,USD,MESU5
DEMO4543231,239056647625,07/02/2025 06:00:21,2025-07-02,-0.70,"50,009.11", Exchange Fee,USD,MESU5
DEMO4543231,239056647626,07/02/2025 06:00:21,2025-07-02,-0.38,"50,008.73", Clearing Fee,USD,MESU5
DEMO4543231,239056647627,07/02/2025 06:00:21,2025-07-02,-0.04,"50,008.69", Nfa Fee,USD,MESU5
DEMO4543231,239056647628,07/02/2025 06:00:21,2025-07-02,-0.70,"50,007.99", Commission,USD,MESU5
DEMO4543231,239056647631,07/02/2025 06:00:21,2025-07-02,-5.00,"50,002.99", Trade Paired,USD,MESU5
DEMO4543231,239056647636,07/02/2025 06:05:00,2025-07-02,-0.70,"50,002.29", Exchange Fee,USD,MESU5
DEMO4543231,239056647637,07/02/2025 06:05:00,2025-07-02,-0.38,"50,001.91", Clearing Fee,USD,MESU5
DEMO4543231,239056647638,07/02/2025 06:05:00,2025-07-02,-0.04,"50,001.87", Nfa Fee,USD,MESU5
DEMO4543231,239056647639,07/02/2025 06:05:00,2025-07-02,-0.70,"50,001.17", Commission,USD,MESU5
DEMO4543231,239056647645,07/02/2025 06:35:05,2025-07-02,-0.70,"50,000.47", Exchange Fee,USD,MESU5
DEMO4543231,239056647646,07/02/2025 06:35:05,2025-07-02,-0.38,"50,000.09", Clearing Fee,USD,MESU5
DEMO4543231,239056647647,07/02/2025 06:35:05,2025-07-02,-0.04,"50,000.05", Nfa Fee,USD,MESU5
DEMO4543231,239056647648,07/02/2025 06:35:05,2025-07-02,-0.70,"49,999.35", Commission,USD,MESU5
DEMO4543231,239056647651,07/02/2025 06:35:05,2025-07-02,15.00,"50,014.35", Trade Paired,USD,MESU5
DEMO4543231,239056647656,07/02/2025 06:40:05,2025-07-02,-0.70,"50,013.65", Exchange Fee,USD,MESU5
DEMO4543231,239056647657,07/02/2025 06:40:05,2025-07-02,-0.38,"50,013.27", Clearing Fee,USD,MESU5
DEMO4543231,239056647658,07/02/2025 06:40:05,2025-07-02,-0.04,"50,013.23", Nfa Fee,USD,MESU5
DEMO4543231,239056647659,07/02/2025 06:40:05,2025-07-02,-0.70,"50,012.53", Commission,USD,MESU5
DEMO4543231,239056647665,07/02/2025 06:45:02,2025-07-02,-0.50,"50,012.03", Exchange Fee,USD,MGCQ5
DEMO4543231,239056647666,07/02/2025 06:45:02,2025-07-02,-0.19,"50,011.84", Clearing Fee,USD,MGCQ5
DEMO4543231,239056647667,07/02/2025 06:45:02,2025-07-02,-0.02,"50,011.82", Nfa Fee,USD,MGCQ5
DEMO4543231,239056647668,07/02/2025 06:45:02,2025-07-02,-0.35,"50,011.47", Commission,USD,MGCQ5
DEMO4543231,239056647674,07/02/2025 06:45:05,2025-07-02,-0.19,"50,011.28", Clearing Fee,USD,MCLQ5
DEMO4543231,239056647675,07/02/2025 06:45:05,2025-07-02,-0.35,"50,010.93", Commission,USD,MCLQ5
DEMO4543231,239056647681,07/02/2025 06:48:04,2025-07-02,-2.30,"50,008.63", Exchange Fee,USD,MBTN5
DEMO4543231,239056647682,07/02/2025 06:48:04,2025-07-02,-0.38,"50,008.25", Clearing Fee,USD,MBTN5
DEMO4543231,239056647683,07/02/2025 06:48:04,2025-07-02,-0.04,"50,008.21", Nfa Fee,USD,MBTN5
DEMO4543231,239056647684,07/02/2025 06:48:04,2025-07-02,-0.70,"50,007.51", Commission,USD,MBTN5
DEMO4543231,239056647691,07/02/2025 06:57:13,2025-07-02,-2.30,"50,005.21", Exchange Fee,USD,MBTN5
DEMO4543231,239056647692,07/02/2025 06:57:13,2025-07-02,-0.38,"50,004.83", Clearing Fee,USD,MBTN5
DEMO4543231,239056647693,07/02/2025 06:57:13,2025-07-02,-0.04,"50,004.79", Nfa Fee,USD,MBTN5
DEMO4543231,239056647694,07/02/2025 06:57:13,2025-07-02,-0.70,"50,004.09", Commission,USD,MBTN5
DEMO4543231,239056647697,07/02/2025 06:57:13,2025-07-02,-6.00,"49,998.09", Trade Paired,USD,MBTN5
DEMO4543231,239056647702,07/02/2025 06:57:52,2025-07-02,-0.50,"49,997.59", Exchange Fee,USD,MGCQ5
DEMO4543231,239056647703,07/02/2025 06:57:52,2025-07-02,-0.19,"49,997.40", Clearing Fee,USD,MGCQ5
DEMO4543231,239056647704,07/02/2025 06:57:52,2025-07-02,-0.02,"49,997.38", Nfa Fee,USD,MGCQ5
DEMO4543231,239056647705,07/02/2025 06:57:52,2025-07-02,-0.35,"49,997.03", Commission,USD,MGCQ5
DEMO4543231,239056647708,07/02/2025 06:57:52,2025-07-02,-16.00,"49,981.03", Trade Paired,USD,MGCQ5
DEMO4543231,239056647713,07/02/2025 07:00:01,2025-07-02,-0.70,"49,980.33", Exchange Fee,USD,MESU5
DEMO4543231,239056647714,07/02/2025 07:00:01,2025-07-02,-0.38,"49,979.95", Clearing Fee,USD,MESU5
DEMO4543231,239056647715,07/02/2025 07:00:01,2025-07-02,-0.04,"49,979.91", Nfa Fee,USD,MESU5
DEMO4543231,239056647716,07/02/2025 07:00:01,2025-07-02,-0.70,"49,979.21", Commission,USD,MESU5
DEMO4543231,239056647719,07/02/2025 07:00:01,2025-07-02,-15.00,"49,964.21", Trade Paired,USD,MESU5
DEMO4543231,239056647724,07/02/2025 07:03:02,2025-07-02,-0.50,"49,963.71", Exchange Fee,USD,MGCQ5
DEMO4543231,239056647725,07/02/2025 07:03:02,2025-07-02,-0.19,"49,963.52", Clearing Fee,USD,MGCQ5
DEMO4543231,239056647726,07/02/2025 07:03:02,2025-07-02,-0.02,"49,963.50", Nfa Fee,USD,MGCQ5
DEMO4543231,239056647727,07/02/2025 07:03:02,2025-07-02,-0.35,"49,963.15", Commission,USD,MGCQ5
DEMO4543231,239056647733,07/02/2025 07:05:43,2025-07-02,-0.50,"49,962.65", Exchange Fee,USD,MGCQ5
DEMO4543231,239056647734,07/02/2025 07:05:43,2025-07-02,-0.19,"49,962.46", Clearing Fee,USD,MGCQ5
DEMO4543231,239056647735,07/02/2025 07:05:43,2025-07-02,-0.02,"49,962.44", Nfa Fee,USD,MGCQ5
DEMO4543231,239056647736,07/02/2025 07:05:43,2025-07-02,-0.35,"49,962.09", Commission,USD,MGCQ5
DEMO4543231,239056647739,07/02/2025 07:05:43,2025-07-02,-11.00,"49,951.09", Trade Paired,USD,MGCQ5
DEMO4543231,239056647744,07/02/2025 07:06:03,2025-07-02,-0.50,"49,950.59", Exchange Fee,USD,MGCQ5
DEMO4543231,239056647745,07/02/2025 07:06:03,2025-07-02,-0.19,"49,950.40", Clearing Fee,USD,MGCQ5
DEMO4543231,239056647746,07/02/2025 07:06:03,2025-07-02,-0.02,"49,950.38", Nfa Fee,USD,MGCQ5
DEMO4543231,239056647747,07/02/2025 07:06:03,2025-07-02,-0.35,"49,950.03", Commission,USD,MGCQ5
DEMO4543231,239056647753,07/02/2025 07:07:03,2025-07-02,-0.50,"49,949.53", Exchange Fee,USD,MGCQ5
DEMO4543231,239056647754,07/02/2025 07:07:03,2025-07-02,-0.19,"49,949.34", Clearing Fee,USD,MGCQ5
DEMO4543231,239056647755,07/02/2025 07:07:03,2025-07-02,-0.02,"49,949.32", Nfa Fee,USD,MGCQ5
DEMO4543231,239056647756,07/02/2025 07:07:03,2025-07-02,-0.35,"49,948.97", Commission,USD,MGCQ5
DEMO4543231,239056647759,07/02/2025 07:07:03,2025-07-02,10.00,"49,958.97", Trade Paired,USD,MGCQ5
DEMO4543231,239056647764,07/02/2025 07:12:04,2025-07-02,-0.50,"49,958.47", Exchange Fee,USD,MGCQ5
DEMO4543231,239056647765,07/02/2025 07:12:04,2025-07-02,-0.19,"49,958.28", Clearing Fee,USD,MGCQ5
DEMO4543231,239056647766,07/02/2025 07:12:04,2025-07-02,-0.02,"49,958.26", Nfa Fee,USD,MGCQ5
DEMO4543231,239056647767,07/02/2025 07:12:04,2025-07-02,-0.35,"49,957.91", Commission,USD,MGCQ5
DEMO4543231,239056647773,07/02/2025 07:12:24,2025-07-02,-1.15,"49,956.76", Exchange Fee,USD,MBTN5
DEMO4543231,239056647774,07/02/2025 07:12:24,2025-07-02,-0.19,"49,956.57", Clearing Fee,USD,MBTN5
DEMO4543231,239056647775,07/02/2025 07:12:24,2025-07-02,-0.02,"49,956.55", Nfa Fee,USD,MBTN5
DEMO4543231,239056647776,07/02/2025 07:12:24,2025-07-02,-0.35,"49,956.20", Commission,USD,MBTN5
DEMO4543231,239056647782,07/02/2025 07:14:22,2025-07-02,-1.15,"49,955.05", Exchange Fee,USD,MBTN5
DEMO4543231,239056647783,07/02/2025 07:14:22,2025-07-02,-0.19,"49,954.86", Clearing Fee,USD,MBTN5
DEMO4543231,239056647784,07/02/2025 07:14:22,2025-07-02,-0.02,"49,954.84", Nfa Fee,USD,MBTN5
DEMO4543231,239056647785,07/02/2025 07:14:22,2025-07-02,-0.35,"49,954.49", Commission,USD,MBTN5
DEMO4543231,239056647788,07/02/2025 07:14:22,2025-07-02,2.50,"49,956.99", Trade Paired,USD,MBTN5
DEMO4543231,239056647793,07/02/2025 07:15:02,2025-07-02,-0.70,"49,956.29", Exchange Fee,USD,MESU5
DEMO4543231,239056647794,07/02/2025 07:15:02,2025-07-02,-0.38,"49,955.91", Clearing Fee,USD,MESU5
DEMO4543231,239056647795,07/02/2025 07:15:02,2025-07-02,-0.04,"49,955.87", Nfa Fee,USD,MESU5
DEMO4543231,239056647796,07/02/2025 07:15:02,2025-07-02,-0.70,"49,955.17", Commission,USD,MESU5
DEMO4543231,239056647802,07/02/2025 07:16:05,2025-07-02,-0.50,"49,954.67", Exchange Fee,USD,MGCQ5
DEMO4543231,239056647803,07/02/2025 07:16:05,2025-07-02,-0.19,"49,954.48", Clearing Fee,USD,MGCQ5
DEMO4543231,239056647804,07/02/2025 07:16:05,2025-07-02,-0.02,"49,954.46", Nfa Fee,USD,MGCQ5
DEMO4543231,239056647805,07/02/2025 07:16:05,2025-07-02,-0.35,"49,954.11", Commission,USD,MGCQ5
DEMO4543231,239056647808,07/02/2025 07:16:05,2025-07-02,-13.00,"49,941.11", Trade Paired,USD,MGCQ5
DEMO4543231,239056647813,07/02/2025 07:18:02,2025-07-02,-0.50,"49,940.61", Exchange Fee,USD,MGCQ5
DEMO4543231,239056647814,07/02/2025 07:18:02,2025-07-02,-0.19,"49,940.42", Clearing Fee,USD,MGCQ5
DEMO4543231,239056647815,07/02/2025 07:18:02,2025-07-02,-0.02,"49,940.40", Nfa Fee,USD,MGCQ5
DEMO4543231,239056647816,07/02/2025 07:18:02,2025-07-02,-0.35,"49,940.05", Commission,USD,MGCQ5
DEMO4543231,239056647822,07/02/2025 07:18:03,2025-07-02,-1.15,"49,938.90", Exchange Fee,USD,MBTN5
DEMO4543231,239056647823,07/02/2025 07:18:03,2025-07-02,-0.19,"49,938.71", Clearing Fee,USD,MBTN5
DEMO4543231,239056647824,07/02/2025 07:18:03,2025-07-02,-0.02,"49,938.69", Nfa Fee,USD,MBTN5
DEMO4543231,239056647825,07/02/2025 07:18:03,2025-07-02,-0.35,"49,938.34", Commission,USD,MBTN5
DEMO4543231,239056647831,07/02/2025 07:18:48,2025-07-02,-1.15,"49,937.19", Exchange Fee,USD,MBTN5
DEMO4543231,239056647832,07/02/2025 07:18:48,2025-07-02,-0.19,"49,937.00", Clearing Fee,USD,MBTN5
DEMO4543231,239056647833,07/02/2025 07:18:48,2025-07-02,-0.02,"49,936.98", Nfa Fee,USD,MBTN5
DEMO4543231,239056647834,07/02/2025 07:18:48,2025-07-02,-0.35,"49,936.63", Commission,USD,MBTN5
DEMO4543231,239056647837,07/02/2025 07:18:48,2025-07-02,-5.50,"49,931.13", Trade Paired,USD,MBTN5
DEMO4543231,239056647842,07/02/2025 07:20:30,2025-07-02,-0.50,"49,930.63", Exchange Fee,USD,MGCQ5
DEMO4543231,239056647843,07/02/2025 07:20:30,2025-07-02,-0.19,"49,930.44", Clearing Fee,USD,MGCQ5
DEMO4543231,239056647844,07/02/2025 07:20:30,2025-07-02,-0.02,"49,930.42", Nfa Fee,USD,MGCQ5
DEMO4543231,239056647845,07/02/2025 07:20:30,2025-07-02,-0.35,"49,930.07", Commission,USD,MGCQ5
DEMO4543231,239056647848,07/02/2025 07:20:30,2025-07-02,-11.00,"49,919.07", Trade Paired,USD,MGCQ5
DEMO4543231,239056647853,07/02/2025 07:21:01,2025-07-02,-0.50,"49,918.57", Exchange Fee,USD,MGCQ5
DEMO4543231,239056647854,07/02/2025 07:21:01,2025-07-02,-0.19,"49,918.38", Clearing Fee,USD,MGCQ5
DEMO4543231,239056647855,07/02/2025 07:21:01,2025-07-02,-0.02,"49,918.36", Nfa Fee,USD,MGCQ5
DEMO4543231,239056647856,07/02/2025 07:21:01,2025-07-02,-0.35,"49,918.01", Commission,USD,MGCQ5
DEMO4543231,239056647862,07/02/2025 07:21:13,2025-07-02,-1.15,"49,916.86", Exchange Fee,USD,MBTN5
DEMO4543231,239056647863,07/02/2025 07:21:13,2025-07-02,-0.19,"49,916.67", Clearing Fee,USD,MBTN5
DEMO4543231,239056647864,07/02/2025 07:21:13,2025-07-02,-0.02,"49,916.65", Nfa Fee,USD,MBTN5
DEMO4543231,239056647865,07/02/2025 07:21:13,2025-07-02,-0.35,"49,916.30", Commission,USD,MBTN5
DEMO4543231,239056647871,07/02/2025 07:22:44,2025-07-02,-1.15,"49,915.15", Exchange Fee,USD,MBTN5
DEMO4543231,239056647872,07/02/2025 07:22:44,2025-07-02,-0.19,"49,914.96", Clearing Fee,USD,MBTN5
DEMO4543231,239056647873,07/02/2025 07:22:44,2025-07-02,-0.02,"49,914.94", Nfa Fee,USD,MBTN5
DEMO4543231,239056647874,07/02/2025 07:22:44,2025-07-02,-0.35,"49,914.59", Commission,USD,MBTN5
DEMO4543231,239056647877,07/02/2025 07:22:44,2025-07-02,-6.00,"49,908.59", Trade Paired,USD,MBTN5
DEMO4543231,239056647882,07/02/2025 07:22:46,2025-07-02,-0.50,"49,908.09", Exchange Fee,USD,MGCQ5
DEMO4543231,239056647883,07/02/2025 07:22:46,2025-07-02,-0.19,"49,907.90", Clearing Fee,USD,MGCQ5
DEMO4543231,239056647884,07/02/2025 07:22:46,2025-07-02,-0.02,"49,907.88", Nfa Fee,USD,MGCQ5
DEMO4543231,239056647885,07/02/2025 07:22:46,2025-07-02,-0.35,"49,907.53", Commission,USD,MGCQ5
DEMO4543231,239056647888,07/02/2025 07:22:46,2025-07-02,9.00,"49,916.53", Trade Paired,USD,MGCQ5
DEMO4543231,239056647893,07/02/2025 07:24:04,2025-07-02,-1.15,"49,915.38", Exchange Fee,USD,MBTN5
DEMO4543231,239056647894,07/02/2025 07:24:04,2025-07-02,-0.19,"49,915.19", Clearing Fee,USD,MBTN5
DEMO4543231,239056647895,07/02/2025 07:24:04,2025-07-02,-0.02,"49,915.17", Nfa Fee,USD,MBTN5
DEMO4543231,239056647896,07/02/2025 07:24:04,2025-07-02,-0.35,"49,914.82", Commission,USD,MBTN5
DEMO4543231,239056647902,07/02/2025 07:24:11,2025-07-02,-0.19,"49,914.63", Clearing Fee,USD,MCLQ5
DEMO4543231,239056647903,07/02/2025 07:24:11,2025-07-02,-0.35,"49,914.28", Commission,USD,MCLQ5
DEMO4543231,239056647906,07/02/2025 07:24:11,2025-07-02,13.00,"49,927.28", Trade Paired,USD,MCLQ5
DEMO4543231,239056647911,07/02/2025 07:27:11,2025-07-02,-1.15,"49,926.13", Exchange Fee,USD,MBTN5
DEMO4543231,239056647912,07/02/2025 07:27:11,2025-07-02,-0.19,"49,925.94", Clearing Fee,USD,MBTN5
DEMO4543231,239056647913,07/02/2025 07:27:11,2025-07-02,-0.02,"49,925.92", Nfa Fee,USD,MBTN5
DEMO4543231,239056647914,07/02/2025 07:27:11,2025-07-02,-0.35,"49,925.57", Commission,USD,MBTN5
DEMO4543231,239056647917,07/02/2025 07:27:11,2025-07-02,-1.50,"49,924.07", Trade Paired,USD,MBTN5
DEMO4543231,239056647922,07/02/2025 07:30:07,2025-07-02,-0.38,"49,923.69", Clearing Fee,USD,MCLQ5
DEMO4543231,239056647923,07/02/2025 07:30:07,2025-07-02,-0.70,"49,922.99", Commission,USD,MCLQ5
DEMO4543231,239056647929,07/02/2025 07:30:07,2025-07-02,-0.50,"49,922.49", Exchange Fee,USD,MGCQ5
DEMO4543231,239056647930,07/02/2025 07:30:07,2025-07-02,-0.19,"49,922.30", Clearing Fee,USD,MGCQ5
DEMO4543231,239056647931,07/02/2025 07:30:07,2025-07-02,-0.02,"49,922.28", Nfa Fee,USD,MGCQ5
DEMO4543231,239056647932,07/02/2025 07:30:07,2025-07-02,-0.35,"49,921.93", Commission,USD,MGCQ5
DEMO4543231,239056647938,07/02/2025 07:30:13,2025-07-02,-0.70,"49,921.23", Exchange Fee,USD,MESU5
DEMO4543231,239056647939,07/02/2025 07:30:13,2025-07-02,-0.38,"49,920.85", Clearing Fee,USD,MESU5
DEMO4543231,239056647940,07/02/2025 07:30:13,2025-07-02,-0.04,"49,920.81", Nfa Fee,USD,MESU5
DEMO4543231,239056647941,07/02/2025 07:30:13,2025-07-02,-0.70,"49,920.11", Commission,USD,MESU5
DEMO4543231,239056647944,07/02/2025 07:30:13,2025-07-02,-20.00,"49,900.11", Trade Paired,USD,MESU5
