Account,Transaction ID,Timestamp,Date,Delta,Amount,Cash Change Type,Currency,Contract
DEMO4543231,247302400455,07/02/2025 20:45:02,2025-07-03,-0.35,"49,416.95", Commission,USD,MESU5
DEMO4543231,247302400461,07/02/2025 20:54:03,2025-07-03,-0.50,"49,416.45", Exchange Fee,USD,MGCQ5
DEMO4543231,247302400462,07/02/2025 20:54:03,2025-07-03,-0.19,"49,416.26", Clearing Fee,USD,MGCQ5
DEMO4543231,247302400463,07/02/2025 20:54:03,2025-07-03,-0.02,"49,416.24", Nfa Fee,USD,MGCQ5
DEMO4543231,247302400464,07/02/2025 20:54:03,2025-07-03,-0.35,"49,415.89", Commission,USD,MGCQ5
DEMO4543231,247302400470,07/02/2025 20:54:28,2025-07-03,-0.50,"49,415.39", Exchange Fee,USD,MGCQ5
DEMO4543231,247302400471,07/02/2025 20:54:28,2025-07-03,-0.19,"49,415.20", Clearing Fee,USD,MGCQ5
DEMO4543231,247302400472,07/02/2025 20:54:28,2025-07-03,-0.02,"49,415.18", Nfa Fee,USD,MGCQ5
DEMO4543231,247302400473,07/02/2025 20:54:28,2025-07-03,-0.35,"49,414.83", Commission,USD,MGCQ5
DEMO4543231,247302400476,07/02/2025 20:54:28,2025-07-03,-6.00,"49,408.83", Trade Paired,USD,MGCQ5
DEMO4543231,247302400481,07/02/2025 21:03:12,2025-07-03,-0.35,"49,408.48", Exchange Fee,USD,MESU5
DEMO4543231,247302400482,07/02/2025 21:03:12,2025-07-03,-0.19,"49,408.29", Clearing Fee,USD,MESU5
DEMO4543231,247302400483,07/02/2025 21:03:12,2025-07-03,-0.02,"49,408.27", Nfa Fee,USD,MESU5
DEMO4543231,247302400484,07/02/2025 21:03:12,2025-07-03,-0.35,"49,407.92", Commission,USD,MESU5
DEMO4543231,247302400487,07/02/2025 21:03:12,2025-07-03,-12.50,"49,395.42", Trade Paired,USD,MESU5
DEMO4543231,247302400492,07/02/2025 21:08:51,2025-07-03,-1.15,"49,394.27", Exchange Fee,USD,MBTN5
DEMO4543231,247302400493,07/02/2025 21:08:51,2025-07-03,-0.19,"49,394.08", Clearing Fee,USD,MBTN5
DEMO4543231,247302400494,07/02/2025 21:08:51,2025-07-03,-0.02,"49,394.06", Nfa Fee,USD,MBTN5
DEMO4543231,247302400495,07/02/2025 21:08:51,2025-07-03,-0.35,"49,393.71", Commission,USD,MBTN5
DEMO4543231,247302400498,07/02/2025 21:08:51,2025-07-03,-7.00,"49,386.71", Trade Paired,USD,MBTN5
DEMO4543231,247302400503,07/02/2025 21:12:04,2025-07-03,-0.50,"49,386.21", Exchange Fee,USD,MGCQ5
DEMO4543231,247302400504,07/02/2025 21:12:04,2025-07-03,-0.19,"49,386.02", Clearing Fee,USD,MGCQ5
DEMO4543231,247302400505,07/02/2025 21:12:04,2025-07-03,-0.02,"49,386.00", Nfa Fee,USD,MGCQ5
DEMO4543231,247302400506,07/02/2025 21:12:04,2025-07-03,-0.35,"49,385.65", Commission,USD,MGCQ5
DEMO4543231,247302400512,07/02/2025 21:12:17,2025-07-03,-0.50,"49,385.15", Exchange Fee,USD,MGCQ5
DEMO4543231,247302400513,07/02/2025 21:12:17,2025-07-03,-0.19,"49,384.96", Clearing Fee,USD,MGCQ5
DEMO4543231,247302400514,07/02/2025 21:12:17,2025-07-03,-0.02,"49,384.94", Nfa Fee,USD,MGCQ5
DEMO4543231,247302400515,07/02/2025 21:12:17,2025-07-03,-0.35,"49,384.59", Commission,USD,MGCQ5
DEMO4543231,247302400518,07/02/2025 21:12:17,2025-07-03,3.00,"49,387.59", Trade Paired,USD,MGCQ5
DEMO4543231,247302400523,07/02/2025 21:18:03,2025-07-03,-1.15,"49,386.44", Exchange Fee,USD,MBTN5
DEMO4543231,247302400524,07/02/2025 21:18:03,2025-07-03,-0.19,"49,386.25", Clearing Fee,USD,MBTN5
DEMO4543231,247302400525,07/02/2025 21:18:03,2025-07-03,-0.02,"49,386.23", Nfa Fee,USD,MBTN5
DEMO4543231,247302400526,07/02/2025 21:18:03,2025-07-03,-0.35,"49,385.88", Commission,USD,MBTN5
DEMO4543231,247302400532,07/02/2025 21:20:00,2025-07-03,-0.35,"49,385.53", Exchange Fee,USD,MESU5
DEMO4543231,247302400533,07/02/2025 21:20:00,2025-07-03,-0.19,"49,385.34", Clearing Fee,USD,MESU5
DEMO4543231,247302400534,07/02/2025 21:20:00,2025-07-03,-0.02,"49,385.32", Nfa Fee,USD,MESU5
DEMO4543231,247302400535,07/02/2025 21:20:00,2025-07-03,-0.35,"49,384.97", Commission,USD,MESU5
DEMO4543231,247302400541,07/02/2025 21:21:16,2025-07-03,-1.15,"49,383.82", Exchange Fee,USD,MBTN5
DEMO4543231,247302400542,07/02/2025 21:21:16,2025-07-03,-0.19,"49,383.63", Clearing Fee,USD,MBTN5
DEMO4543231,247302400543,07/02/2025 21:21:16,2025-07-03,-0.02,"49,383.61", Nfa Fee,USD,MBTN5
DEMO4543231,247302400544,07/02/2025 21:21:16,2025-07-03,-0.35,"49,383.26", Commission,USD,MBTN5
DEMO4543231,247302400552,07/02/2025 21:25:13,2025-07-03,-0.35,"49,382.91", Exchange Fee,USD,MESU5
DEMO4543231,247302400553,07/02/2025 21:25:13,2025-07-03,-0.19,"49,382.72", Clearing Fee,USD,MESU5
DEMO4543231,247302400554,07/02/2025 21:25:13,2025-07-03,-0.02,"49,382.70", Nfa Fee,USD,MESU5
DEMO4543231,247302400555,07/02/2025 21:25:13,2025-07-03,-0.35,"49,382.35", Commission,USD,MESU5
DEMO4543231,247302400558,07/02/2025 21:25:13,2025-07-03,12.50,"49,394.85", Trade Paired,USD,MESU5
DEMO4543231,247302400563,07/02/2025 21:30:13,2025-07-03,-0.50,"49,394.35", Exchange Fee,USD,MGCQ5
DEMO4543231,247302400564,07/02/2025 21:30:13,2025-07-03,-0.19,"49,394.16", Clearing Fee,USD,MGCQ5
DEMO4543231,247302400565,07/02/2025 21:30:13,2025-07-03,-0.02,"49,394.14", Nfa Fee,USD,MGCQ5
DEMO4543231,247302400566,07/02/2025 21:30:13,2025-07-03,-0.35,"49,393.79", Commission,USD,MGCQ5
DEMO4543231,247302400572,07/02/2025 21:31:24,2025-07-03,-0.50,"49,393.29", Exchange Fee,USD,MGCQ5
DEMO4543231,247302400573,07/02/2025 21:31:24,2025-07-03,-0.19,"49,393.10", Clearing Fee,USD,MGCQ5
DEMO4543231,247302400574,07/02/2025 21:31:24,2025-07-03,-0.02,"49,393.08", Nfa Fee,USD,MGCQ5
DEMO4543231,247302400575,07/02/2025 21:31:24,2025-07-03,-0.35,"49,392.73", Commission,USD,MGCQ5
DEMO4543231,247302400578,07/02/2025 21:31:24,2025-07-03,-12.00,"49,380.73", Trade Paired,USD,MGCQ5
DEMO4543231,247302400583,07/02/2025 21:33:07,2025-07-03,-1.15,"49,379.58", Exchange Fee,USD,MBTN5
DEMO4543231,247302400584,07/02/2025 21:33:07,2025-07-03,-0.19,"49,379.39", Clearing Fee,USD,MBTN5
DEMO4543231,247302400585,07/02/2025 21:33:07,2025-07-03,-0.02,"49,379.37", Nfa Fee,USD,MBTN5
DEMO4543231,247302400586,07/02/2025 21:33:07,2025-07-03,-0.35,"49,379.02", Commission,USD,MBTN5
DEMO4543231,247302400592,07/02/2025 21:34:19,2025-07-03,-1.15,"49,377.87", Exchange Fee,USD,MBTN5
DEMO4543231,247302400593,07/02/2025 21:34:19,2025-07-03,-0.19,"49,377.68", Clearing Fee,USD,MBTN5
DEMO4543231,247302400594,07/02/2025 21:34:19,2025-07-03,-0.02,"49,377.66", Nfa Fee,USD,MBTN5
DEMO4543231,247302400595,07/02/2025 21:34:19,2025-07-03,-0.35,"49,377.31", Commission,USD,MBTN5
DEMO4543231,247302400598,07/02/2025 21:34:19,2025-07-03,-6.00,"49,371.31", Trade Paired,USD,MBTN5
DEMO4543231,247302400603,07/02/2025 21:42:10,2025-07-03,-1.15,"49,370.16", Exchange Fee,USD,MBTN5
DEMO4543231,247302400604,07/02/2025 21:42:10,2025-07-03,-0.19,"49,369.97", Clearing Fee,USD,MBTN5
DEMO4543231,247302400605,07/02/2025 21:42:10,2025-07-03,-0.02,"49,369.95", Nfa Fee,USD,MBTN5
DEMO4543231,247302400606,07/02/2025 21:42:10,2025-07-03,-0.35,"49,369.60", Commission,USD,MBTN5
DEMO4543231,247302400612,07/02/2025 21:44:01,2025-07-03,-1.15,"49,368.45", Exchange Fee,USD,MBTN5
DEMO4543231,247302400613,07/02/2025 21:44:01,2025-07-03,-0.19,"49,368.26", Clearing Fee,USD,MBTN5
DEMO4543231,247302400614,07/02/2025 21:44:01,2025-07-03,-0.02,"49,368.24", Nfa Fee,USD,MBTN5
DEMO4543231,247302400615,07/02/2025 21:44:01,2025-07-03,-0.35,"49,367.89", Commission,USD,MBTN5
DEMO4543231,247302400618,07/02/2025 21:44:01,2025-07-03,-6.00,"49,361.89", Trade Paired,USD,MBTN5
DEMO4543231,247302400623,07/02/2025 21:48:36,2025-07-03,-1.15,"49,360.74", Exchange Fee,USD,MBTN5
DEMO4543231,247302400624,07/02/2025 21:48:36,2025-07-03,-0.19,"49,360.55", Clearing Fee,USD,MBTN5
DEMO4543231,247302400625,07/02/2025 21:48:36,2025-07-03,-0.02,"49,360.53", Nfa Fee,USD,MBTN5
DEMO4543231,247302400626,07/02/2025 21:48:36,2025-07-03,-0.35,"49,360.18", Commission,USD,MBTN5
DEMO4543231,247302400632,07/02/2025 21:48:54,2025-07-03,-1.15,"49,359.03", Exchange Fee,USD,MBTN5
DEMO4543231,247302400633,07/02/2025 21:48:54,2025-07-03,-0.19,"49,358.84", Clearing Fee,USD,MBTN5
DEMO4543231,247302400634,07/02/2025 21:48:54,2025-07-03,-0.02,"49,358.82", Nfa Fee,USD,MBTN5
DEMO4543231,247302400635,07/02/2025 21:48:54,2025-07-03,-0.35,"49,358.47", Commission,USD,MBTN5
DEMO4543231,247302400638,07/02/2025 21:48:54,2025-07-03,3.00,"49,361.47", Trade Paired,USD,MBTN5
DEMO4543231,247302400643,07/02/2025 21:57:02,2025-07-03,-0.50,"49,360.97", Exchange Fee,USD,MGCQ5
DEMO4543231,247302400644,07/02/2025 21:57:02,2025-07-03,-0.19,"49,360.78", Clearing Fee,USD,MGCQ5
DEMO4543231,247302400645,07/02/2025 21:57:02,2025-07-03,-0.02,"49,360.76", Nfa Fee,USD,MGCQ5
DEMO4543231,247302400646,07/02/2025 21:57:02,2025-07-03,-0.35,"49,360.41", Commission,USD,MGCQ5
DEMO4543231,247302400652,07/02/2025 21:57:23,2025-07-03,-1.15,"49,359.26", Exchange Fee,USD,MBTN5
DEMO4543231,247302400653,07/02/2025 21:57:23,2025-07-03,-0.19,"49,359.07", Clearing Fee,USD,MBTN5
DEMO4543231,247302400654,07/02/2025 21:57:23,2025-07-03,-0.02,"49,359.05", Nfa Fee,USD,MBTN5
DEMO4543231,247302400655,07/02/2025 21:57:23,2025-07-03,-0.35,"49,358.70", Commission,USD,MBTN5
DEMO4543231,247302400661,07/02/2025 21:59:18,2025-07-03,-0.50,"49,358.20", Exchange Fee,USD,MGCQ5
DEMO4543231,247302400662,07/02/2025 21:59:18,2025-07-03,-0.19,"49,358.01", Clearing Fee,USD,MGCQ5
DEMO4543231,247302400663,07/02/2025 21:59:18,2025-07-03,-0.02,"49,357.99", Nfa Fee,USD,MGCQ5
DEMO4543231,247302400664,07/02/2025 21:59:18,2025-07-03,-0.35,"49,357.64", Commission,USD,MGCQ5
DEMO4543231,247302400667,07/02/2025 21:59:18,2025-07-03,5.00,"49,362.64", Trade Paired,USD,MGCQ5
DEMO4543231,247302400672,07/02/2025 21:59:27,2025-07-03,-1.15,"49,361.49", Exchange Fee,USD,MBTN5
DEMO4543231,247302400673,07/02/2025 21:59:27,2025-07-03,-0.19,"49,361.30", Clearing Fee,USD,MBTN5
DEMO4543231,247302400674,07/02/2025 21:59:27,2025-07-03,-0.02,"49,361.28", Nfa Fee,USD,MBTN5
DEMO4543231,247302400675,07/02/2025 21:59:27,2025-07-03,-0.35,"49,360.93", Commission,USD,MBTN5
DEMO4543231,247302400678,07/02/2025 21:59:27,2025-07-03,-7.00,"49,353.93", Trade Paired,USD,MBTN5
DEMO4543231,247302400683,07/02/2025 22:15:09,2025-07-03,-0.50,"49,353.43", Exchange Fee,USD,MGCQ5
DEMO4543231,247302400684,07/02/2025 22:15:09,2025-07-03,-0.19,"49,353.24", Clearing Fee,USD,MGCQ5
DEMO4543231,247302400685,07/02/2025 22:15:09,2025-07-03,-0.02,"49,353.22", Nfa Fee,USD,MGCQ5
DEMO4543231,247302400686,07/02/2025 22:15:09,2025-07-03,-0.35,"49,352.87", Commission,USD,MGCQ5
DEMO4543231,247302400692,07/02/2025 22:18:59,2025-07-03,-0.50,"49,352.37", Exchange Fee,USD,MGCQ5
DEMO4543231,247302400693,07/02/2025 22:18:59,2025-07-03,-0.19,"49,352.18", Clearing Fee,USD,MGCQ5
DEMO4543231,247302400694,07/02/2025 22:18:59,2025-07-03,-0.02,"49,352.16", Nfa Fee,USD,MGCQ5
DEMO4543231,247302400695,07/02/2025 22:18:59,2025-07-03,-0.35,"49,351.81", Commission,USD,MGCQ5
DEMO4543231,247302400698,07/02/2025 22:18:59,2025-07-03,-10.00,"49,341.81", Trade Paired,USD,MGCQ5
DEMO4543231,247302400703,07/02/2025 22:20:05,2025-07-03,-0.35,"49,341.46", Exchange Fee,USD,MESU5
DEMO4543231,247302400704,07/02/2025 22:20:05,2025-07-03,-0.19,"49,341.27", Clearing Fee,USD,MESU5
DEMO4543231,247302400705,07/02/2025 22:20:05,2025-07-03,-0.02,"49,341.25", Nfa Fee,USD,MESU5
DEMO4543231,247302400706,07/02/2025 22:20:05,2025-07-03,-0.35,"49,340.90", Commission,USD,MESU5
DEMO4543231,247302400712,07/02/2025 22:27:03,2025-07-03,-1.15,"49,339.75", Exchange Fee,USD,MBTN5
DEMO4543231,247302400713,07/02/2025 22:27:03,2025-07-03,-0.19,"49,339.56", Clearing Fee,USD,MBTN5
DEMO4543231,247302400714,07/02/2025 22:27:03,2025-07-03,-0.02,"49,339.54", Nfa Fee,USD,MBTN5
DEMO4543231,247302400715,07/02/2025 22:27:03,2025-07-03,-0.35,"49,339.19", Commission,USD,MBTN5
DEMO4543231,247302400721,07/02/2025 22:27:39,2025-07-03,-1.15,"49,338.04", Exchange Fee,USD,MBTN5
DEMO4543231,247302400722,07/02/2025 22:27:39,2025-07-03,-0.19,"49,337.85", Clearing Fee,USD,MBTN5
DEMO4543231,247302400723,07/02/2025 22:27:39,2025-07-03,-0.02,"49,337.83", Nfa Fee,USD,MBTN5
DEMO4543231,247302400724,07/02/2025 22:27:39,2025-07-03,-0.35,"49,337.48", Commission,USD,MBTN5
DEMO4543231,247302400727,07/02/2025 22:27:39,2025-07-03,-6.00,"49,331.48", Trade Paired,USD,MBTN5
DEMO4543231,247302400732,07/02/2025 22:30:12,2025-07-03,-0.35,"49,331.13", Exchange Fee,USD,MESU5
DEMO4543231,247302400733,07/02/2025 22:30:12,2025-07-03,-0.19,"49,330.94", Clearing Fee,USD,MESU5
DEMO4543231,247302400734,07/02/2025 22:30:12,2025-07-03,-0.02,"49,330.92", Nfa Fee,USD,MESU5
DEMO4543231,247302400735,07/02/2025 22:30:12,2025-07-03,-0.35,"49,330.57", Commission,USD,MESU5
DEMO4543231,247302400738,07/02/2025 22:30:12,2025-07-03,-13.75,"49,316.82", Trade Paired,USD,MESU5
DEMO4543231,247302400743,07/02/2025 22:40:08,2025-07-03,-0.35,"49,316.47", Exchange Fee,USD,MESU5
DEMO4543231,247302400744,07/02/2025 22:40:08,2025-07-03,-0.19,"49,316.28", Clearing Fee,USD,MESU5
DEMO4543231,247302400745,07/02/2025 22:40:08,2025-07-03,-0.02,"49,316.26", Nfa Fee,USD,MESU5
DEMO4543231,247302400746,07/02/2025 22:40:08,2025-07-03,-0.35,"49,315.91", Commission,USD,MESU5
DEMO4543231,247302400752,07/02/2025 22:45:12,2025-07-03,-1.15,"49,314.76", Exchange Fee,USD,MBTN5
DEMO4543231,247302400753,07/02/2025 22:45:12,2025-07-03,-0.19,"49,314.57", Clearing Fee,USD,MBTN5
DEMO4543231,247302400754,07/02/2025 22:45:12,2025-07-03,-0.02,"49,314.55", Nfa Fee,USD,MBTN5
DEMO4543231,247302400755,07/02/2025 22:45:12,2025-07-03,-0.35,"49,314.20", Commission,USD,MBTN5
DEMO4543231,247302400761,07/02/2025 22:48:00,2025-07-03,-0.50,"49,313.70", Exchange Fee,USD,MGCQ5
DEMO4543231,247302400762,07/02/2025 22:48:00,2025-07-03,-0.19,"49,313.51", Clearing Fee,USD,MGCQ5
DEMO4543231,247302400763,07/02/2025 22:48:00,2025-07-03,-0.02,"49,313.49", Nfa Fee,USD,MGCQ5
DEMO4543231,247302400764,07/02/2025 22:48:00,2025-07-03,-0.35,"49,313.14", Commission,USD,MGCQ5
DEMO4543231,247302400770,07/02/2025 22:48:36,2025-07-03,-1.15,"49,311.99", Exchange Fee,USD,MBTN5
DEMO4543231,247302400771,07/02/2025 22:48:36,2025-07-03,-0.19,"49,311.80", Clearing Fee,USD,MBTN5
DEMO4543231,247302400772,07/02/2025 22:48:36,2025-07-03,-0.02,"49,311.78", Nfa Fee,USD,MBTN5
DEMO4543231,247302400773,07/02/2025 22:48:36,2025-07-03,-0.35,"49,311.43", Commission,USD,MBTN5
DEMO4543231,247302400776,07/02/2025 22:48:36,2025-07-03,-3.50,"49,307.93", Trade Paired,USD,MBTN5
DEMO4543231,247302400781,07/02/2025 22:49:01,2025-07-03,-0.35,"49,307.58", Exchange Fee,USD,MESU5
DEMO4543231,247302400782,07/02/2025 22:49:01,2025-07-03,-0.19,"49,307.39", Clearing Fee,USD,MESU5
DEMO4543231,247302400783,07/02/2025 22:49:01,2025-07-03,-0.02,"49,307.37", Nfa Fee,USD,MESU5
DEMO4543231,247302400784,07/02/2025 22:49:01,2025-07-03,-0.35,"49,307.02", Commission,USD,MESU5
DEMO4543231,247302400787,07/02/2025 22:49:01,2025-07-03,10.00,"49,317.02", Trade Paired,USD,MESU5
DEMO4543231,247302400792,07/02/2025 22:49:03,2025-07-03,-0.50,"49,316.52", Exchange Fee,USD,MGCQ5
DEMO4543231,247302400793,07/02/2025 22:49:03,2025-07-03,-0.19,"49,316.33", Clearing Fee,USD,MGCQ5
DEMO4543231,247302400794,07/02/2025 22:49:03,2025-07-03,-0.02,"49,316.31", Nfa Fee,USD,MGCQ5
DEMO4543231,247302400795,07/02/2025 22:49:03,2025-07-03,-0.35,"49,315.96", Commission,USD,MGCQ5
DEMO4543231,247302400798,07/02/2025 22:49:03,2025-07-03,7.00,"49,322.96", Trade Paired,USD,MGCQ5
DEMO4543231,247302400803,07/02/2025 22:51:22,2025-07-03,-1.15,"49,321.81", Exchange Fee,USD,MBTN5
DEMO4543231,247302400804,07/02/2025 22:51:22,2025-07-03,-0.19,"49,321.62", Clearing Fee,USD,MBTN5
DEMO4543231,247302400805,07/02/2025 22:51:22,2025-07-03,-0.02,"49,321.60", Nfa Fee,USD,MBTN5
DEMO4543231,247302400806,07/02/2025 22:51:22,2025-07-03,-0.35,"49,321.25", Commission,USD,MBTN5
DEMO4543231,247302400812,07/02/2025 22:53:24,2025-07-03,-1.15,"49,320.10", Exchange Fee,USD,MBTN5
DEMO4543231,247302400813,07/02/2025 22:53:24,2025-07-03,-0.19,"49,319.91", Clearing Fee,USD,MBTN5
DEMO4543231,247302400814,07/02/2025 22:53:24,2025-07-03,-0.02,"49,319.89", Nfa Fee,USD,MBTN5
DEMO4543231,247302400815,07/02/2025 22:53:24,2025-07-03,-0.35,"49,319.54", Commission,USD,MBTN5
DEMO4543231,247302400818,07/02/2025 22:53:24,2025-07-03,-8.00,"49,311.54", Trade Paired,USD,MBTN5
DEMO4543231,247302400823,07/02/2025 22:55:01,2025-07-03,-0.35,"49,311.19", Exchange Fee,USD,MESU5
DEMO4543231,247302400824,07/02/2025 22:55:01,2025-07-03,-0.19,"49,311.00", Clearing Fee,USD,MESU5
DEMO4543231,247302400825,07/02/2025 22:55:01,2025-07-03,-0.02,"49,310.98", Nfa Fee,USD,MESU5
DEMO4543231,247302400826,07/02/2025 22:55:01,2025-07-03,-0.35,"49,310.63", Commission,USD,MESU5
DEMO4543231,247302400832,07/02/2025 22:57:01,2025-07-03,-0.50,"49,310.13", Exchange Fee,USD,MGCQ5
DEMO4543231,247302400833,07/02/2025 22:57:01,2025-07-03,-0.19,"49,309.94", Clearing Fee,USD,MGCQ5
DEMO4543231,247302400834,07/02/2025 22:57:01,2025-07-03,-0.02,"49,309.92", Nfa Fee,USD,MGCQ5
DEMO4543231,247302400835,07/02/2025 22:57:01,2025-07-03,-0.35,"49,309.57", Commission,USD,MGCQ5
DEMO4543231,247302400841,07/02/2025 22:57:13,2025-07-03,-1.15,"49,308.42", Exchange Fee,USD,MBTN5
DEMO4543231,247302400842,07/02/2025 22:57:13,2025-07-03,-0.19,"49,308.23", Clearing Fee,USD,MBTN5
DEMO4543231,247302400843,07/02/2025 22:57:13,2025-07-03,-0.02,"49,308.21", Nfa Fee,USD,MBTN5
DEMO4543231,247302400844,07/02/2025 22:57:13,2025-07-03,-0.35,"49,307.86", Commission,USD,MBTN5
DEMO4543231,247302400850,07/02/2025 22:57:14,2025-07-03,-1.15,"49,306.71", Exchange Fee,USD,MBTN5
DEMO4543231,247302400851,07/02/2025 22:57:14,2025-07-03,-0.19,"49,306.52", Clearing Fee,USD,MBTN5
DEMO4543231,247302400852,07/02/2025 22:57:14,2025-07-03,-0.02,"49,306.50", Nfa Fee,USD,MBTN5
DEMO4543231,247302400853,07/02/2025 22:57:14,2025-07-03,-0.35,"49,306.15", Commission,USD,MBTN5
DEMO4543231,247302400856,07/02/2025 22:57:14,2025-07-03,-2.00,"49,304.15", Trade Paired,USD,MBTN5
DEMO4543231,247302400861,07/02/2025 23:04:52,2025-07-03,-0.50,"49,303.65", Exchange Fee,USD,MGCQ5
DEMO4543231,247302400862,07/02/2025 23:04:52,2025-07-03,-0.19,"49,303.46", Clearing Fee,USD,MGCQ5
DEMO4543231,247302400863,07/02/2025 23:04:52,2025-07-03,-0.02,"49,303.44", Nfa Fee,USD,MGCQ5
DEMO4543231,247302400864,07/02/2025 23:04:52,2025-07-03,-0.35,"49,303.09", Commission,USD,MGCQ5
DEMO4543231,247302400867,07/02/2025 23:04:52,2025-07-03,-7.00,"49,296.09", Trade Paired,USD,MGCQ5
DEMO4543231,247302400872,07/02/2025 23:06:02,2025-07-03,-1.15,"49,294.94", Exchange Fee,USD,MBTN5
DEMO4543231,247302400873,07/02/2025 23:06:02,2025-07-03,-0.19,"49,294.75", Clearing Fee,USD,MBTN5
DEMO4543231,247302400874,07/02/2025 23:06:02,2025-07-03,-0.02,"49,294.73", Nfa Fee,USD,MBTN5
DEMO4543231,247302400875,07/02/2025 23:06:02,2025-07-03,-0.35,"49,294.38", Commission,USD,MBTN5
DEMO4543231,247302400881,07/02/2025 23:11:36,2025-07-03,-1.15,"49,293.23", Exchange Fee,USD,MBTN5
DEMO4543231,247302400882,07/02/2025 23:11:36,2025-07-03,-0.19,"49,293.04", Clearing Fee,USD,MBTN5
DEMO4543231,247302400883,07/02/2025 23:11:36,2025-07-03,-0.02,"49,293.02", Nfa Fee,USD,MBTN5
DEMO4543231,247302400884,07/02/2025 23:11:36,2025-07-03,-0.35,"49,292.67", Commission,USD,MBTN5
DEMO4543231,247302400887,07/02/2025 23:11:36,2025-07-03,-12.00,"49,280.67", Trade Paired,USD,MBTN5
DEMO4543231,247302400892,07/02/2025 23:15:16,2025-07-03,-0.35,"49,280.32", Exchange Fee,USD,MESU5
DEMO4543231,247302400893,07/02/2025 23:15:16,2025-07-03,-0.19,"49,280.13", Clearing Fee,USD,MESU5
DEMO4543231,247302400894,07/02/2025 23:15:16,2025-07-03,-0.02,"49,280.11", Nfa Fee,USD,MESU5
DEMO4543231,247302400895,07/02/2025 23:15:16,2025-07-03,-0.35,"49,279.76", Commission,USD,MESU5
DEMO4543231,247302400898,07/02/2025 23:15:16,2025-07-03,10.00,"49,289.76", Trade Paired,USD,MESU5
DEMO4543231,247302400903,07/02/2025 23:20:01,2025-07-03,-0.35,"49,289.41", Exchange Fee,USD,MESU5
DEMO4543231,247302400904,07/02/2025 23:20:01,2025-07-03,-0.19,"49,289.22", Clearing Fee,USD,MESU5
DEMO4543231,247302400905,07/02/2025 23:20:01,2025-07-03,-0.02,"49,289.20", Nfa Fee,USD,MESU5
DEMO4543231,247302400906,07/02/2025 23:20:01,2025-07-03,-0.35,"49,288.85", Commission,USD,MESU5
DEMO4543231,247302400912,07/02/2025 23:21:41,2025-07-03,-1.15,"49,287.70", Exchange Fee,USD,MBTN5
DEMO4543231,247302400913,07/02/2025 23:21:41,2025-07-03,-0.19,"49,287.51", Clearing Fee,USD,MBTN5
DEMO4543231,247302400914,07/02/2025 23:21:41,2025-07-03,-0.02,"49,287.49", Nfa Fee,USD,MBTN5
DEMO4543231,247302400915,07/02/2025 23:21:41,2025-07-03,-0.35,"49,287.14", Commission,USD,MBTN5
DEMO4543231,247302400921,07/02/2025 23:24:10,2025-07-03,-1.15,"49,285.99", Exchange Fee,USD,MBTN5
DEMO4543231,247302400922,07/02/2025 23:24:10,2025-07-03,-0.19,"49,285.80", Clearing Fee,USD,MBTN5
DEMO4543231,247302400923,07/02/2025 23:24:10,2025-07-03,-0.02,"49,285.78", Nfa Fee,USD,MBTN5
DEMO4543231,247302400924,07/02/2025 23:24:10,2025-07-03,-0.35,"49,285.43", Commission,USD,MBTN5
DEMO4543231,247302400927,07/02/2025 23:24:10,2025-07-03,10.00,"49,295.43", Trade Paired,USD,MBTN5
DEMO4543231,247302400932,07/02/2025 23:26:12,2025-07-03,-0.35,"49,295.08", Exchange Fee,USD,MESU5
DEMO4543231,247302400933,07/02/2025 23:26:12,2025-07-03,-0.19,"49,294.89", Clearing Fee,USD,MESU5
DEMO4543231,247302400934,07/02/2025 23:26:12,2025-07-03,-0.02,"49,294.87", Nfa Fee,USD,MESU5
DEMO4543231,247302400935,07/02/2025 23:26:12,2025-07-03,-0.35,"49,294.52", Commission,USD,MESU5
DEMO4543231,247302400938,07/02/2025 23:26:12,2025-07-03,8.75,"49,303.27", Trade Paired,USD,MESU5
DEMO4543231,247302400943,07/02/2025 23:27:03,2025-07-03,-0.50,"49,302.77", Exchange Fee,USD,MGCQ5
DEMO4543231,247302400944,07/02/2025 23:27:03,2025-07-03,-0.19,"49,302.58", Clearing Fee,USD,MGCQ5
DEMO4543231,247302400945,07/02/2025 23:27:03,2025-07-03,-0.02,"49,302.56", Nfa Fee,USD,MGCQ5
DEMO4543231,247302400946,07/02/2025 23:27:03,2025-07-03,-0.35,"49,302.21", Commission,USD,MGCQ5
DEMO4543231,247302400952,07/02/2025 23:27:04,2025-07-03,-1.15,"49,301.06", Exchange Fee,USD,MBTN5
DEMO4543231,247302400953,07/02/2025 23:27:04,2025-07-03,-0.19,"49,300.87", Clearing Fee,USD,MBTN5
DEMO4543231,247302400954,07/02/2025 23:27:04,2025-07-03,-0.02,"49,300.85", Nfa Fee,USD,MBTN5
DEMO4543231,247302400955,07/02/2025 23:27:04,2025-07-03,-0.35,"49,300.50", Commission,USD,MBTN5
DEMO4543231,247302400961,07/02/2025 23:28:29,2025-07-03,-1.15,"49,299.35", Exchange Fee,USD,MBTN5
DEMO4543231,247302400962,07/02/2025 23:28:29,2025-07-03,-0.19,"49,299.16", Clearing Fee,USD,MBTN5
DEMO4543231,247302400963,07/02/2025 23:28:29,2025-07-03,-0.02,"49,299.14", Nfa Fee,USD,MBTN5
